code,name
71.12.3,Геодезическая деятельность
71.12.4,Жерге орналастыру
71.12.5,Деятельность в области картографии
71.12.6,Деятельность в области инженерных изысканий и предоставление технических консультаций в этой области для объектов атомной промышленности и атомной энергетики
71.12.7,Деятельность по предоставлению инженерно-технических консультаций
71.12.8,"Деятельность в области технического регулирования, стандартизации, метрологии и оценки соответствия"
71.20,Технические испытания и анализы
71.20.1,Деятельность санитарно-эпидемиологических организаций
71.20.2,Деятельность организаций санитарного просвещения
71.20.3,Деятельность нефтеперерабатывающих заводов по осуществлению лабораторных испытаний и анализов
71.20.4,Лабораторно-аналитические исследования в геологической отрасли
71.20.5,"Деятельность по производству судебных экспертиз и исследований, кроме медицинских"
71.20.9,"Деятельность прочих учреждений, осуществляющих технические испытания и анализы"
72,Научные исследования и разработки
72.1,Научные исследования и экспериментальные разработки в области естественных и технических наук
72.2,Исследования и экспериментальные разработки в области общественных и гуманитарных наук
72.11,Научные исследования и экспериментальные разработки в области биотехнологий
72.11.0,Научные исследования и экспериментальные разработки в области биотехнологий
72.19,Прочие научные исследования и экспериментальные разработки в области естественных и технических наук
72.19.1,"Научные исследования и экспериментальные разработки в области проектирования, строительства, ремонта, содержания и диагностики автомобильных дорог и мостовых сооружений"
72.19.2,"Научно-исследовательские, опытно-методические и опытно-конструкторские работы в геологической отрасли"
72.19.3,Научные исследования и разработки в области космической деятельности
72.19.4,Исследования и экспериментальные разработки в области мирного использования атомной энергии
72.19.5,Исследования и разработки в области противоинфекционных препаратов
72.19.9,Прочие исследования и разработки в области естественных и технических наук
72.20,Исследования и экспериментальные разработки в области общественных и гуманитарных наук
72.20.1,"Прикладные исследования в области общественных и гуманитарных наук, направленные на содействие развитию отечественных производств"
72.20.2,"Прикладные исследования в области общественных и гуманитарных наук, направленных на развитие индустрии"
72.20.3,Исследования и экспериментальные разработки в области обороны и национальной безопасности
72.20.4,"Междисциплинарные исследования и разработки в области экономического, бюджетного и стратегического планирования"
72.20.9,"Исследования и экспериментальные разработки в области общественных и гуманитарных наук, не включенные в другие группировки"
73,Рекламная деятельность и исследование конъюнктуры рынка
73.1,Рекламная деятельность
73.2,Исследование конъюнктуры рынка и изучение общественного мнения
73.11,Деятельность рекламных агентств
73.11.0,Деятельность рекламных агентств
73.12,Размещение рекламы в средствах массовой информации
73.12.0,Размещение рекламы в средствах массовой информации
73.20,Исследование конъюнктуры рынка и изучение общественного мнения
73.20.0,Исследование конъюнктуры рынка и изучение общественного мнения
74,"Прочая профессиональная, научная и техническая деятельность"
74.1,Специализированная дизайнерская деятельность
74.2,Деятельность в области фотографии
74.3,Деятельность по устному и письменному переводу
74.9,"Прочая профессиональная, научная и техническая деятельность, не включенная в другие группировки"
74.10,Специализированная дизайнерская деятельность
74.10.0,Специализированная дизайнерская деятельность
74.20,Деятельность в области фотографии
74.20.0,Деятельность в области фотографии
74.30,Деятельность по устному и письменному переводу
74.30.0,Деятельность по устному и письменному переводу
74.90,"Прочая профессиональная, научная и техническая деятельность, не включенная в другие группировки"
74.90.1,Деятельность гидрометеорологической службы
74.90.2,Аккредитация в области оценки соответствия
74.90.3,"Деятельность ведомственных служб, занимающихся инновационными технологиями (медицинские, образовательные, консультационные и др.)"
74.90.9,"Иная профессиональная, научная и техническая деятельность, не включенная в другие группировки"
75,Ветеринарная деятельность
75.0,Ветеринарная деятельность
75.00,Ветеринарная деятельность
75.00.0,Ветеринарная деятельность
77,"Аренда, прокат и лизинг"
77.1,Аренда и лизинг автомобилей
77.2,Аренда и лизинг предметов личного потребления и бытовых товаров
77.3,"Аренда и лизинг прочих машин, оборудования и материальных активов"
77.4,"Лизинг продуктов интеллектуальной собственности и аналогичных продуктов, кроме работ, защищенным авторским правом"
77.11,Аренда и лизинг легковых автомобилей и легких автотранспортных средств
77.11.1,Аренда легковых автомобилей и легких автотранспортных средств
77.11.2,Лизинг легковых автомобилей и легких автотранспортных средств
77.12,Аренда и лизинг грузовых автомобилей
77.12.1,Аренда грузовых автомобилей
77.12.2,Лизинг грузовых автомобилей
77.21,Аренда и лизинг развлекательного и спортивного оборудования
77.21.0,Аренда и лизинг развлекательного и спортивного оборудования
77.22,Прокат видеокассет и дисков
77.22.0,Прокат видеокассет и дисков
77.29,Аренда и лизинг прочих предметов личного потребления и бытовых товаров
77.29.0,Аренда и лизинг прочих предметов личного потребления и бытовых товаров
77.31,Аренда и лизинг сельскохозяйственных машин и оборудования
77.31.1,Аренда сельскохозяйственных машин и оборудования
77.31.2,Лизинг сельскохозяйственных машин и оборудования
77.32,Аренда и лизинг строительных машин и оборудования
77.32.1,Аренда строительных машин и оборудования
77.32.2,Лизинг строительных машин и оборудования
77.33,"Аренда и лизинг офисных машин и оборудования, включая вычислительную технику"
77.33.1,Аренда компьютерного и периферийного оборудования для инфотелекоммуникационной системы
77.33.2,Лизинг компьютерного и периферийного оборудования для инфотелекоммуникационной системы
77.33.8,Аренда прочих офисных машин и оборудования
77.33.9,Лизинг прочих офисных машин и оборудования
77.34,Аренда и лизинг водных транспортных средств и оборудования
77.34.1,Аренда водных транспортных средств и оборудования
77.34.2,Лизинг водных транспортных средств и оборудования
77.35,Аренда и лизинг воздушных транспортных средств и оборудования
77.35.1,Аренда воздушных транспортных средств и оборудования
77.35.2,Лизинг воздушных транспортных средств и оборудования
77.39,"Аренда и лизинг прочих машин, оборудования и материальных активов, не включенных в другие группировки"
77.39.1,"Аренда прочих машин, оборудования и материальных активов, не включенных в другие группировки"
77.39.2,"Лизинг прочих машин, оборудования и материальных активов, не включенных в другие группировки"
77.40,"Лизинг продуктов интеллектуальной собственности и аналогичных продуктов, кроме работ, защищенным авторским правом"
77.40.0,"Лизинг продуктов интеллектуальной собственности и аналогичных продуктов, кроме работ, защищенным авторским правом"
78,Деятельность в области трудоустройства
78.1,Деятельность агентств по трудоустройству
78.2,Деятельность агентств по временному трудоустройству
78.3,Прочая деятельность по обеспечению трудовыми ресурсами (персоналом)
78.10,Деятельность агентств по трудоустройству
78.10.0,Деятельность агентств по трудоустройству
78.20,Деятельность агентств по временному трудоустройству
78.20.0,Деятельность агентств по временному трудоустройству
78.30,Прочая деятельность по обеспечению трудовыми ресурсами (персоналом)
78.30.1,"Прочая деятельность по обеспечению трудовыми ресурсами (персоналом), кроме деятельности организаций, учрежденных национальными компаниями"
78.30.2,"Деятельность организаций, учрежденных национальными компаниями, по предоставлению технического и вспомогательного персонала для обслуживания стратегических объектов"
78.30.3,Деятельность по кадровому делопроизводству для национального управляющего холдинга
79,"Деятельность туристских агентств и операторов, бронирование и сопутствующая деятельность"
79.1,Деятельность туристских агентств и операторов
79.9,Прочие услуги по бронированию и сопутствующая деятельность
79.11,Деятельность туристских агентств
79.11.0,Деятельность туристских агентств
79.12,Деятельность туристских операторов
79.12.0,Деятельность туристских операторов
79.90,Прочие услуги по бронированию и сопутствующая деятельность
79.90.0,Прочие услуги по бронированию и сопутствующая деятельность
80,Деятельность по обеспечению безопасности и проведению расследований
80.1,Деятельность по обеспечению безопасности частных лиц и имущества
80.2,Деятельность в области систем обеспечения безопасности
80.3,Деятельность по проведению расследований
80.10,Деятельность по обеспечению безопасности частных лиц и имущества
80.10.1,Деятельность частных охранных служб
80.10.2,"Деятельность охранных организаций, учрежденных национальными компаниями"
80.20,Деятельность в области систем обеспечения безопасности
80.20.0,Деятельность в области систем обеспечения безопасности
80.30,Деятельность по проведению расследований
80.30.0,Деятельность по проведению расследований
81,Деятельность по обслуживанию зданий и благоустройству территорий
81.1,Комплексное обслуживание объектов
81.2,Деятельность по уборке
81.3,Деятельность по благоустройству территорий
81.10,Комплексное обслуживание объектов
81.10.1,Комплексное обслуживание жилых объектов
81.10.2,Комплексное обслуживание коммерческих объектов
81.21,Общая уборка зданий
81.21.1,Общая уборка жилых домов
81.21.2,Общая уборка коммерческих зданий
81.22,"Прочая деятельность (специализированная) по уборке зданий, чистке промышленных машин и оборудования"
81.22.0,"Прочая деятельность (специализированная) по уборке зданий, чистке промышленных машин и оборудования"
81.29,Прочая деятельность по уборке
81.29.0,Прочая деятельность по уборке
81.30,Деятельность по благоустройству территорий
81.30.0,Деятельность по благоустройству территорий
82,"Деятельность в области офисного административного и вспомогательного обслуживания, направленная на поддержание коммерческой деятельности"
82.1,Деятельность в области офисного административного и вспомогательного обслуживания
82.2,Деятельность телефонных справочно-информационных служб
82.3,Организация конференций и торговых выставок
82.9,"Деятельность по предоставлению вспомогательных коммерческих услуг, не включенная в другие группировки"
82.11,Деятельность по предоставлению комплексных офисных административных услуг
82.11.0,Деятельность по предоставлению комплексных офисных административных услуг
82.19,"Деятельность по копированию, подготовке документов и прочая специализированная офисная вспомогательная деятельность"
82.19.0,"Деятельность по копированию, подготовке документов и прочая специализированная офисная вспомогательная деятельность"
82.20,Деятельность телефонных справочно-информационных служб
82.20.0,Деятельность телефонных справочно-информационных служб
82.30,Организация конференций и торговых выставок
82.30.0,Организация конференций и торговых выставок
82.91,Деятельность агентств по сбору платежей и кредитных бюро
82.91.1,Деятельность государственного кредитного бюро
82.91.2,"Деятельность агентств по сбору платежей и кредитных бюро, за исключением государственного"
82.92,Упаковывание
82.92.0,Упаковывание
82.99,"Прочая деятельность по предоставлению вспомогательных коммерческих услуг, не включенная в другие группировки"
82.99.0,"Прочая деятельность по предоставлению вспомогательных коммерческих услуг, не включенная в другие группировки"
84,Государственное управление и оборона; обязательное социальное обеспечение
84.1,Государственное управление общего характера и управление социально-экономической политикой общества
84.2,Предоставление государством услуг обществу в целом
84.3,Деятельность в области обязательного социального страхования
84.11,Государственное управление общего характера
84.11.1,Деятельность республиканских органов управления
84.11.2,Деятельность региональных органов управления
84.11.3,Деятельность местных органов управления
84.11.4,Деятельность сельских и поселковых органов управления
84.11.5,"Деятельность, связанная с налогообложением"
84.11.6,Деятельность таможни
84.11.7,Деятельность в области статистики и социологии
84.12,"Регулирование деятельности учреждений здравоохранения, образования, культуры и других социальных услуг, кроме социального обеспечения"
84.12.0,"Регулирование деятельности учреждений здравоохранения, образования, культуры и других социальных услуг, кроме социального обеспечения"
84.13,Регулирование и содействие эффективному ведению экономической деятельности
84.13.0,Регулирование и содействие эффективному ведению экономической деятельности
84.21,Международная деятельность
84.21.0,Международная деятельность
84.22,Оборонная деятельность
84.22.0,Оборонная деятельность
84.23,Деятельность в области юстиции и правосудия
84.23.0,Деятельность в области юстиции и правосудия
84.24,Деятельность по обеспечению общественного порядка и безопасности
84.24.0,Деятельность по обеспечению общественного порядка и безопасности
84.25,Деятельность по обеспечению безопасности в чрезвычайных ситуациях
84.25.0,Деятельность по обеспечению безопасности в чрезвычайных ситуациях
84.30,Деятельность в области обязательного социального страхования
84.30.0,Деятельность в области обязательного социального страхования
85,Образование
85.1,Дошкольное образование
85.2,Начальное образование (1-й уровень)
85.3,Среднее образование (2-й и 3-й уровни)
85.4,"Высшее образование (5-й, 6-й, 7-й, 8-й уровни)"
85.5,Білім берудің өзге де түрлері
85.6,Вспомогательная деятельность в области образования
85.10,Дошкольное образование
85.10.0,Дошкольное образование
85.20,Начальное образование (1-й уровень)
85.20.0,Начальное образование (1-й уровень)
85.31,Основное и общее среднее образование
85.31.0,Основное и общее среднее образование
85.32,Техническое и профессиональное среднее образование
85.32.1,Профессионально-техническое образование
85.32.2,Среднее специальное образование
85.41,Послесреднее образование
85.41.0,Послесреднее образование
85.42,"Данная секция также включает обучение в области спорта и отдыха, например, теннис или"
85.42.1,Высшее образование
85.42.2,Послевузовское образование
85.51,Образование в области спорта и отдыха
85.51.0,Образование в области спорта и отдыха
85.52,Образование в области культуры
85.52.0,Образование в области культуры
85.53,Деятельность школ подготовки водителей транспортных средств
85.53.0,Деятельность школ подготовки водителей транспортных средств
85.59,"Прочие виды образования, не включенные в другие группировки"
85.59.1,Деятельность вечерних общеобразовательных школ
85.59.2,"Виды образования, предоставляемые национальными компаниями и их дочерними организациями"
85.59.9,"Прочая деятельность в области образования, не включенная в другие группировки"
85.60,Вспомогательная деятельность в области образования
85.60.1,"Вспомогательная деятельность в области образования, предоставляемая национальными компаниями и их дочерними организациями"
85.60.9,Прочая вспомогательная деятельность в области образования
86,Деятельность в области здравоохранения
86.1,Деятельность больничных организаций
86.2,Деятельности в области врачебной практики и стоматологии
86.9,Прочая деятельность в области здравоохранения
86.10,Деятельность больничных организаций
86.10.1,Деятельность больниц широкого профиля и специализированных больниц
86.10.2,Деятельность родильных домов
86.10.3,Деятельность санаторно-курортных организаций
86.10.4,Деятельность лепрозориев
86.10.9,"Деятельность других лечебных учреждений, имеющих стационары"
86.21,Общая врачебная практика
86.21.0,Общая врачебная практика
86.22,Специальная врачебная практика
86.22.0,Специальная врачебная практика
86.23,Стоматологическая деятельность
86.23.0,Стоматологическая деятельность
86.90,Прочая деятельность в области здравоохранения
86.90.1,Деятельность по производству судебно-медицинских экспертиз и исследований
86.90.9,"Прочая деятельность в области здравоохранения, не включенная в другие группировки"
87,Деятельность в области социального обслуживания населения с обеспечением проживания
87.1,Предоставление специальных социальных услуг с обеспечением проживания и ухода за пациентами средним медицинским персоналом
87.2,"Предоставление специальных социальных услуг с обеспечением проживания лицам, страдающим психическими расстройствами (заболеваниями), задержкой умственного развития и физическими недостатками,"
87.3,Предоставление специальных социальных услуг с обеспечением проживания пожилым гражданам и лицам с инвалидностью
87.9,Предоставление прочих социальных услуг с обеспечением проживания
87.10,Предоставление специальных социальных услуг с обеспечением проживания и ухода за пациентами средним медицинским персоналом
87.10.0,Предоставление специальных социальных услуг с обеспечением проживания и ухода за пациентами средним медицинским персоналом
87.20,"Предоставление специальных социальных услуг с обеспечением проживания лицам, страдающим психическими расстройствами (заболеваниями), задержкой умственного развития и физическими недостатками, алкогольной или наркотической"
87.20.0,"Предоставление специальных социальных услуг с обеспечением проживания лицам, страдающим психическими расстройствами (заболеваниями), задержкой умственного развития и физическими недостатками, алкогольной или наркотической"
87.30,Предоставление специальных социальных услуг с обеспечением проживания пожилым гражданам и лицам с инвалидностью
87.30.0,Предоставление специальных социальных услуг с обеспечением проживания пожилым гражданам и лицам с инвалидностью
87.90,Ппредоставление прочих социальных услуг с обеспечением проживания
87.90.0,Ппредоставление прочих социальных услуг с обеспечением проживания
88,Деятельность в области социального обслуживания населения без обеспечения проживания
88.1,Предоставление специальных социальных услуг без обеспечения проживания пожилым гражданам и лицам с инвалидностью
88.9,Предоставление прочих социальных услуг без обеспечения проживания
88.10,Предоставление специальных социальных услуг без обеспечения проживания пожилым гражданам и лицам с инвалидностью
88.10.0,Предоставление специальных социальных услуг без обеспечения проживания пожилым гражданам и лицам с инвалидностью
88.91,Дневной уход за детьми
88.91.0,Дневной уход за детьми
88.99,"Предоставление прочих социальных услуг без обеспечения проживания, не включенные в другие группировки"
88.99.0,"Предоставление прочих социальных услуг без обеспечения проживания, не включенные в другие группировки"
90,"Деятельность в области творчества, искусства и развлечений"
90.0,"Деятельность в области творчества, искусства и развлечений"
90.01,Артистическая деятельность
90.01.1,Театральная деятельность
90.01.2,Концертная деятельность
90.01.3,Деятельность цирков
90.02,"Деятельность, способствующая проведению культурно-зрелищных мероприятий"
90.02.0,"Деятельность, способствующая проведению культурно-зрелищных мероприятий"
90.03,Художественное и литературное творчество
90.03.0,Художественное и литературное творчество
90.04,Деятельность концертных и театральных залов
90.04.0,Деятельность концертных и театральных залов
91,"Деятельность библиотек, архивов, музеев и прочая деятельность в области культуры"
91.0,"Деятельность библиотек, архивов, музеев и прочая деятельность в области культуры"
91.01,Деятельность библиотек и архивов
91.01.1,Деятельность фильмо- и фонотек
91.01.2,"Библиотечная деятельность, включая деятельность читальных залов, лекториев, демонстрационных залов"
91.01.3,Деятельность архивов
91.01.4,Деятельность книжных палат
91.02,Деятельность музеев
91.02.0,Деятельность музеев
91.03,Деятельность исторических мест и зданий и аналогичных туристических достопримечательностей
91.03.0,Деятельность исторических мест и зданий и аналогичных туристических достопримечательностей
91.04,"Деятельность ботанических садов, зоопарков и природных заповедников"
91.04.1,Деятельность ботанических садов и зоопарков
91.04.2,"Деятельность природных заповедников, охрана дикой природы"
92,Деятельность по организации азартных игр и заключению пари
92.0,Деятельность по организации азартных игр и заключению пари
92.00,Деятельность по организации азартных игр и заключению пари
92.00.0,Деятельность по организации азартных игр и заключению пари
93,"Деятельность в области спорта, организации отдыха и развлечений"
93.1,Деятельность в области спорта
93.2,Деятельность по организации отдыха и развлечений
93.11,Эксплуатация спортивных сооружений
93.11.0,Эксплуатация спортивных сооружений
93.12,Деятельность спортивных клубов
93.12.0,Деятельность спортивных клубов
93.13,Деятельность фитнес-клубов
93.13.0,Деятельность фитнес-клубов
93.19,Прочая деятельность в области спорта
93.19.0,Прочая деятельность в области спорта
93.21,Деятельность развлекательных и тематических парков
93.21.0,Деятельность развлекательных и тематических парков
93.29,Прочая деятельность по организации отдыха и развлечений
93.29.1,"Деятельность танцевальных залов, дискотек"
93.29.2,"Деятельность родео, тиров"
93.29.3,Деятельность кукольных театров
93.29.9,Прочие виды деятельности по организации отдыха и развлечений
94,Деятельность общественных объединений (организаций)
94.1,"Деятельность коммерческих, предпринимательских и профессиональных общественных организаций"
94.2,Деятельность профессиональных союзов
94.9,Деятельность прочих общественных объединений
94.11,Деятельность коммерческих и предпринимательских общественных организаций
94.11.0,Деятельность коммерческих и предпринимательских общественных организаций
94.12,Деятельность профессиональных общественных организаций
94.12.0,Деятельность профессиональных общественных организаций
94.20,Деятельность профессиональных союзов
94.20.0,Деятельность профессиональных союзов
94.91,Деятельность религиозных организаций
94.91.0,Деятельность религиозных организаций
94.92,Деятельность политических организаций
94.92.0,Деятельность политических организаций
94.99,"Деятельность прочих общественных организаций, не включенных в другие группировки"
94.99.0,"Деятельность прочих общественных организаций, не включенных в другие группировки"
95,"Ремонт компьютеров, предметов личного потребления и бытовых товаров"
95.1,Ремонт компьютеров и коммуникационного оборудования
95.2,Ремонт предметов личного потребления и бытовых товаров
95.11,Ремонт компьютеров и периферийного оборудования
95.11.0,Ремонт компьютеров и периферийного оборудования
95.12,Ремонт коммуникационного оборудования
95.12.0,Ремонт коммуникационного оборудования
95.21,Ремонт электронной бытовой техники
95.21.0,Ремонт электронной бытовой техники
95.22,"Ремонт бытовых приборов, домашнего и садового оборудования"
95.22.0,"Ремонт бытовых приборов, домашнего и садового оборудования"
95.23,Ремонт обуви и изделий из кожи
95.23.1,Ремонт обуви
95.23.2,Ремонт дорожных и галантерейных изделий из натуральной и искусственной кожи
95.24,Ремонт мебели и предметов интерьера
95.24.0,Ремонт мебели и предметов интерьера
95.25,Ремонт часов и ювелирных изделий
95.25.1,Ремонт наручных и прочих часов
95.25.2,Ремонт ювелирных изделий
95.29,Ремонт прочих предметов личного потребления и бытовых товаров
95.29.1,Ремонт трикотажных и вязаных изделий
95.29.2,"Ремонт швейных изделий, головных уборов и изделий текстильной галантереи"
95.29.3,Ремонт меховых и кожаных изделий и головных уборов
95.29.4,Ремонт музыкальных инструментов
95.29.5,Ремонт ковров и ковровых изделий
95.29.6,Ремонт велосипедов
95.29.9,"Ремонт прочих предметов личного потребления и бытовых товаров, не включенных в другие группировки"
96,Предоставление прочих индивидуальных услуг
96.0,Предоставление прочих индивидуальных услуг
96.01,Стирка и (химическая) чистка текстильных и меховых изделий
96.01.1,Стирка и обработка белья
96.01.2,Химическая чистка и крашение
96.02,Предоставление услуг парикмахерскими и салонами красоты
96.02.0,Предоставление услуг парикмахерскими и салонами красоты
96.03,Организация похорон и связанная с этим деятельность
96.03.0,Организация похорон и связанная с этим деятельность
96.04,Деятельность по обеспечению физического комфорта
96.04.0,Деятельность по обеспечению физического комфорта
96.09,"Предоставление прочих индивидуальных услуг, не включенных в другие группировки"
96.09.0,"Предоставление прочих индивидуальных услуг, не включенных в другие группировки"
97,"Деятельность домашних хозяйств, нанимающих домашнюю прислугу"
97.0,"Деятельность домашних хозяйств, нанимающих домашнюю прислугу"
97.00,"Деятельность домашних хозяйств, нанимающих домашнюю прислугу"
97.00.0,"Деятельность домашних хозяйств, нанимающих домашнюю прислугу"
98,Деятельность домашних хозяйств по производству товаров и услуг для собственного потребления
98.1,Деятельность домашних хозяйств по производству товаров для собственного потребления
98.2,Деятельность домашних хозяйств по предоставлению услуг для собственного потребления
98.10,Деятельность домашних хозяйств по производству товаров для собственного потребления
98.10.0,Деятельность домашних хозяйств по производству товаров для собственного потребления
98.20,Деятельность домашних хозяйств по предоставлению услуг для собственного потребления
